title,type,country,dataProvider,provider,year,rights,language,dcCreator,guid,europeanaCompleteness,timestamp_created
Vineyards,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_ULQNH5ZJ3VXRS5VJTOLLALF7QWEAAGGS?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:01:29.143Z
"La Berceuse, Portrait of Madame Roulin",IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_VH52H6F4XSJ6QQICEMBD5GSWQWPSUBTM?utm_source=api&utm_medium=api&utm_campaign=apidemo,7,2019-04-16T13:05:07.287Z
Meadow with dandelion and tree,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_VZNYUUKXMJXQLKTPR6S3TE3V5K3CCZPI?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T11:51:17.454Z
Pietà,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_W42XI7UBMAKTDVEUJ27HQVBFEDS75SKQ?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T08:49:14.613Z
Blooming peach tree,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_WFBBJK2OUF6BH4TENMF7BJHUIVR5BHH4?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:49:11.307Z
Self-portrait with gray hat,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_WJIB7CAQ6DRWKF2WV5G3JONAY33BXJJO?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T10:55:35.257Z
Vincents Schlafzimmer in Arles,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_WJZLOAPATJHIOYJFRX7SENCXNRHUYN57?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T08:32:51.070Z
View of Auvers-sur-Oise,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_WWKGVUA36DYD7DRVGE32YT4OSBSCMT3Q?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T14:26:35.905Z
Marschlandschaft mit Fichten,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_X2L5H7RZ233KF7W744YWQZJYCPZVGVOS?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:13:32.325Z
Weg in einem öffentlichen Garten,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_X2QJA4H5W46FUHPF5IWQ3ZITF724CFNI?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:48:40.798Z
Zeichnung,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_X4JMDX6AZ2RKAY73WL45VEAYRZ36SYFY?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T10:02:38.585Z
The Hill of Montmartre,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_XE6F5MKZ3RGX3SNI3T56FGTXBJM5GOEI?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:18:46.206Z
Die Langlois-Brücke in Arles,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_XFFANLASXKJNDTEXHWFIMX4MOTXBYLCD?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T13:23:58.187Z
Spaziergänger im Park mit fallenden Blättern,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_XJEH7E4J4HBOAWY2MP36FWZ6W2HGSJAF?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T09:12:43.794Z
Alter Mann seinen Kopf in den Händen haltend,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_XO5QORU6LU6SDSZWX3IPZRWP3QOASFSK?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T11:20:03.731Z
Vestibül des Hospitals bei Saint-Rémy,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_XOTCHNQBQCTHMGVYKNUI2POOFZ5LBX3S?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T09:30:16.761Z
L 'Arlésienne,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_XV4UMFQNNG5WL5GIJNLBPFWI427IIJCD?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:47:01.019Z
Landscape with Farmhouses,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_XW3G4UVP4PNLYC6FPE2BUMZUMPU2KKFG?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T10:27:34.975Z
Field with plow and harrow,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_Y4UVK7V7IXHND3PJ4RUGGYRM7XYSUMYH?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T13:14:41.153Z
Trees in the garden of Saint-Rémy,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_Y62EXOCWJ56NQTY6DCDPWTB37H7CFA7M?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T08:46:21.324Z
Bildnis des Doktor Gachet,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_YRI3GDG6B2HBQPN3URTZPGJBFTNAI7IZ?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T11:16:46.687Z
Weg mit Eingang zu einem Aussichtspunkt,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_YUYJNKFCRSHRX3C57TC2ZAWLOZSKOHO6?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T10:34:21.072Z
Mountain landscape with enclosed field at sunrise,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_Z7H5LJOAZTDBITMDUAUAVROOJQONCT7F?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2019-04-16T09:36:38.057Z
Das Pfarrhaus in Nuenen,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_ZIMYWHJ7TPOOLAUU66F4IZ5KTZYHJ4WX?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T09:15:26.858Z
"The Zuave, sitting",IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_ZSV6Y27UIUDUIU4XNBX2TEH6XTP3J7QX?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T09:24:23.298Z
Portrait de paysan,IMAGE,Belgium,Royal Institute for Cultural Heritage,MUSEU,,http://creativecommons.org/licenses/by-nc-sa/3.0/,fr,"Van Gogh, Vincent",https://www.europeana.eu/item/2048001/AP_10351221?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2022-10-11T07:58:02.251Z
Cemetery in the rain,IMAGE,Austria,The Albertina Museum,Kulturpool,,http://creativecommons.org/publicdomain/mark/1.0/,de,Vincent Van Gogh (Künstler_in),https://www.europeana.eu/item/15508/27971?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-08-01T12:34:11.441Z
Portrait of a Woman,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_CMC72SBZ7LPRY2T64VZJYELVQ2A5QV3V?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:49:43.670Z
Rain Landscape,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_YNR2A4HOECRNKWHHQ2LE5G6GNXEKZ7XF?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T14:16:02.082Z
Harvest/grain field with cutter/Le Moissonneur/Kornfeld with mower at sunrise,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_ZYE3SCEOPKIB37WZ2EU53PACLQVM4OS2?utm_source=api&utm_medium=api&utm_campaign=apidemo,7,2019-04-16T14:41:32.208Z
O campo de trigo],IMAGE,Portugal,National Library of Portugal,RNOD – National Register for Digital Objects,1973,http://creativecommons.org/publicdomain/mark/1.0/,pt,"Van Gogh, Vincent, 1853-1890",https://www.europeana.eu/item/10501/bib_rnod_30478?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2020-10-30T14:55:06.412Z
The Farmer,IMAGE,Germany,Museum of City History Leipzig,MUSEU,1888,http://creativecommons.org/licenses/by-nc-sa/4.0/,de,"Künstler: Vincent van
          Gogh",https://www.europeana.eu/item/08547/Museu_ProvidedCHO_Stadtgeschichtliches_Museum_Leipzig_Z0102685?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2022-06-17T06:40:44.399Z
Harvest in Provence,IMAGE,Israel,"The Israel Museum, Jerusalem",PHOTOCONSORTIUM,1888,http://rightsstatements.org/vocab/InC-EDU/1.0/,en,Vincent Van Gogh,https://www.europeana.eu/item/2024918/photography_ProvidedCHO_The_Israel_Museum__Jerusalem_193121?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2021-03-18T11:29:21.879Z
Entrance to Voyer-d'Argenson Park at Asnières,IMAGE,Israel,"The Israel Museum, Jerusalem",PHOTOCONSORTIUM,1887,http://rightsstatements.org/vocab/InC-EDU/1.0/,en,Vincent Van Gogh,https://www.europeana.eu/item/2024918/photography_ProvidedCHO_The_Israel_Museum__Jerusalem_291099?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2021-03-18T11:29:21.879Z
Kornfeld mit Mäher,IMAGE,Germany,"Kupferstichkabinett, Staatliche Museen zu Berlin",MUSEU,1889,http://creativecommons.org/licenses/by-nc-sa/3.0/,mul,"Vincent van Gogh (30.3.1853 - 29.7.1890, Zeichner)",https://www.europeana.eu/item/2064108/Museu_ProvidedCHO_Kupferstichkabinett__Staatliche_Museen_zu_Berlin_DE_MUS_018511_1059178?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2020-08-24T09:45:34.253Z
Brandung,IMAGE,Germany,"Kupferstichkabinett, Staatliche Museen zu Berlin",MUSEU,1888,http://creativecommons.org/licenses/by-nc-sa/3.0/,mul,"Vincent van Gogh (30.3.1853 - 29.7.1890, Zeichner)",https://www.europeana.eu/item/2064108/Museu_ProvidedCHO_Kupferstichkabinett__Staatliche_Museen_zu_Berlin_DE_MUS_018511_782358?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2020-08-24T09:45:34.253Z
Ernte in der Provence (für Émile Bernard),IMAGE,Germany,"Kupferstichkabinett, Staatliche Museen zu Berlin",MUSEU,1888,http://creativecommons.org/licenses/by-nc-sa/3.0/,mul,"Vincent van Gogh (30.3.1853 - 29.7.1890, Zeichner)",https://www.europeana.eu/item/2064108/Museu_ProvidedCHO_Kupferstichkabinett__Staatliche_Museen_zu_Berlin_DE_MUS_018511_782360?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2020-08-24T09:45:34.253Z
Felder mit Getreidebündeln,IMAGE,Germany,"Kupferstichkabinett, Staatliche Museen zu Berlin",MUSEU,1888,http://creativecommons.org/licenses/by-nc-sa/3.0/,mul,"Vincent van Gogh (30.3.1853 - 29.7.1890, Zeichner)",https://www.europeana.eu/item/2064108/Museu_ProvidedCHO_Kupferstichkabinett__Staatliche_Museen_zu_Berlin_DE_MUS_018511_782361?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2020-08-24T09:45:34.253Z
Straßenarbeiter bei der Aushebung eines Treppenschachtes,IMAGE,Germany,"Kupferstichkabinett, Staatliche Museen zu Berlin",MUSEU,,http://creativecommons.org/licenses/by-nc-sa/3.0/,mul,"Vincent van Gogh (30.3.1853 - 29.7.1890, Zeichner)",https://www.europeana.eu/item/2064108/Museu_ProvidedCHO_Kupferstichkabinett__Staatliche_Museen_zu_Berlin_DE_MUS_018511_800368?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2020-08-24T09:45:34.253Z
"plansch, skolplansch, Nuit Étoilée (Stjärnenatt)",IMAGE,Sweden,Malmö Museum,Swedish Open Cultural Heritage,1889,http://creativecommons.org/licenses/by-nc-nd/4.0/,mul,"Euro-Grafica, Knud Hansen Offset, Gogh, Vincent van [förlaga]",https://www.europeana.eu/item/91658/MM_objekt_1080436?utm_source=api&utm_medium=api&utm_campaign=apidemo,10,2014-04-04T10:23:16.421Z
tavla,IMAGE,Sweden,Malmö Museum,Swedish Open Cultural Heritage,,http://creativecommons.org/licenses/by-nc-nd/4.0/,mul,"Gogh, Vincent van [förlaga]",https://www.europeana.eu/item/91658/MM_objekt_1391259?utm_source=api&utm_medium=api&utm_campaign=apidemo,9,2015-10-16T08:28:07.963Z
"tavla, Slättlandskap från Provence",IMAGE,Sweden,Malmö Museum,Swedish Open Cultural Heritage,,http://creativecommons.org/licenses/by-nc-nd/4.0/,mul,"Gogh, Vincent van [förlaga]",https://www.europeana.eu/item/91658/MM_objekt_1391260?utm_source=api&utm_medium=api&utm_campaign=apidemo,8,2015-10-16T08:28:07.985Z
"Millet/Van Gogh : musée d'Orsay : 17 septembre 98, 3 janvier 99",IMAGE,Spain,Digital Memory of Catalonia,Catalònica,2011,http://rightsstatements.org/vocab/InC/1.0/,ca,"Célestin, Fréderic (Disseny);Gogh, Vincent van (Pintura);Millet, Jean-François (Pintura)",https://www.europeana.eu/item/773/https___catalonica_bnc_cat_catalonicahub_lod_oai_mdc_csuc_cat_cturistics____6720_ent0?utm_source=api&utm_medium=api&utm_campaign=apidemo,10,2022-06-09T07:31:18.568Z
"Crocodylus porosus Schneider, 1801",IMAGE,Netherlands,Museon-Omniversum,Dutch Collections for Europe,,http://rightsstatements.org/vocab/InC/1.0/,nl,Mevr. M. van Gogh (Vervaardiger),https://www.europeana.eu/item/2021657/resource_document_museon_141852?utm_source=api&utm_medium=api&utm_campaign=apidemo,10,2024-04-25T09:37:35.490Z
Archaeopteryx,IMAGE,Netherlands,Museon-Omniversum,Dutch Collections for Europe,,http://rightsstatements.org/vocab/InC/1.0/,nl,Mieneke van Gogh Modelmaking (Vervaardiger),https://www.europeana.eu/item/2021657/resource_document_museon_141880?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,2020-05-26T11:22:26.651Z
maquette,IMAGE,Netherlands,Museon-Omniversum,Dutch Collections for Europe,2005,http://rightsstatements.org/vocab/InC/1.0/,nl,Mieneke van Gogh Modelmaking (Vervaardiger),https://www.europeana.eu/item/2021657/resource_document_museon_215601?utm_source=api&utm_medium=api&utm_campaign=apidemo,10,2020-05-26T11:22:26.651Z
diorama,IMAGE,Netherlands,Museon-Omniversum,Dutch Collections for Europe,,http://rightsstatements.org/vocab/InC/1.0/,nl,Mieneke van Gogh Modelmaking (Vervaardiger),https://www.europeana.eu/item/2021657/resource_document_museon_234618?utm_source=api&utm_medium=api&utm_campaign=apidemo,10,2024-04-25T09:37:35.490Z
Ichthyostega,IMAGE,Netherlands,Museon-Omniversum,Dutch Collections for Europe,,http://rightsstatements.org/vocab/InC/1.0/,nl,Mieneke van Gogh Modelmaking (Vervaardiger),https://www.europeana.eu/item/2021657/resource_document_museon_234619?utm_source=api&utm_medium=api&utm_campaign=apidemo,10,2024-04-25T09:37:35.490Z
Dimetrodon,IMAGE,Netherlands,Museon-Omniversum,Dutch Collections for Europe,,http://rightsstatements.org/vocab/InC/1.0/,nl,Mieneke van Gogh Modelmaking (Vervaardiger),https://www.europeana.eu/item/2021657/resource_document_museon_234620?utm_source=api&utm_medium=api&utm_campaign=apidemo,9,2020-05-26T11:22:26.651Z
At Montmartre,IMAGE,Germany,German Documentation Center for Art History - Marburg Picture Index,German Digital Library,,http://rightsstatements.org/vocab/InC/1.0/,de,"Gogh, Vincent van",https://www.europeana.eu/item/199/item_NXYPVWAPVD7UO2QAR4D3XZTEM5P6ARXU?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,2019-04-16T09:34:54.440Z
"Wever en weefstoel Origineel schilderij in Rijksmuseum Kröller-Müller, Otterlo",IMAGE,Netherlands,International Institute of Social History,International Association of Labour History Institutions,1884,http://rightsstatements.org/vocab/InC/1.0/,mul,"Gogh, Vincent van",https://www.europeana.eu/item/180/10622_753D9215_1F4A_43F2_9C38_1A4703D448A4_cho?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2020-03-31T12:04:57.526Z
"Wever en weefstoel Origineel schilderij in Rijksmuseum Kröller-Müller, Otterlo",IMAGE,Netherlands,International Institute of Social History,International Association of Labour History Institutions,1884,http://rightsstatements.org/vocab/InC/1.0/,mul,"Gogh, Vincent van",https://www.europeana.eu/item/180/10622_955D1858_4D8D_45F4_9F3A_1B0FF56D1179_cho?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2020-03-31T12:04:57.526Z
"Uit: Bro 284/4. De Spinster. Origineel schilderij in Stedelijk Museum, Amsterdam; inv.nr.: B 3630",IMAGE,Netherlands,International Institute of Social History,International Association of Labour History Institutions,,http://rightsstatements.org/vocab/InC/1.0/,mul,"Gogh, Vincent van",https://www.europeana.eu/item/180/10622_9639403C_3E02_4734_8E41_5D2E1E390F2D_cho?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2020-03-31T12:04:57.526Z
"De aardappeleters Origineel schilderij in Rijksmuseum Kröller-Müller, Otterlo",IMAGE,Netherlands,International Institute of Social History,International Association of Labour History Institutions,,http://rightsstatements.org/vocab/InC/1.0/,mul,"Gogh, Vincent van",https://www.europeana.eu/item/180/10622_99C34C37_CF32_4998_AB85_EC91DA0E0785_cho?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,2020-03-31T12:04:57.526Z
[Portrait of the Doctor Paul Gachet]: [Man with a Pipe]: [estampe]/[Vincent Van Gogh],IMAGE,France,National Library of France,National Library of France,1890,http://rightsstatements.org/vocab/NoC-OKLR/1.0/,fr,"Van Gogh, Vincent (1853-1890). Graveur",https://www.europeana.eu/item/9200518/ark__12148_btv1b105019983?utm_source=api&utm_medium=api&utm_campaign=apidemo,8,2019-09-02T19:45:22.905Z
[Les mangeurs de pommes de terre] : [estampe] / [Vincent Van Gogh],IMAGE,France,National Library of France,National Library of France,1885,http://rightsstatements.org/vocab/NoC-OKLR/1.0/,fr,"Van Gogh, Vincent (1853-1890). Graveur",https://www.europeana.eu/item/9200518/ark__12148_btv1b105020015?utm_source=api&utm_medium=api&utm_campaign=apidemo,7,2019-09-02T17:11:38.214Z
[In the Orchard]: [The Usher]: [estampe]/Vincent [Van Gogh],IMAGE,France,National Library of France,National Library of France,1883,http://rightsstatements.org/vocab/NoC-OKLR/1.0/,fr,"Van Gogh, Vincent (1853-1890). Graveur",https://www.europeana.eu/item/9200518/ark__12148_btv1b10502005z?utm_source=api&utm_medium=api&utm_campaign=apidemo,7,2019-09-02T15:13:40.463Z
"Paul Ferdinand Gachet. Etching by V. van Gogh, 1890.",IMAGE,United Kingdom,Wellcome Collection,Wellcome Collection,1890,http://creativecommons.org/licenses/by/4.0/,en,Vincent van Gogh,https://www.europeana.eu/item/9200579/ans77zt9?utm_source=api&utm_medium=api&utm_campaign=apidemo,10,2019-06-09T11:31:35.463Z
Brieven aan zijn broeder. Deel 3,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1914,http://rightsstatements.org/vocab/InC/1.0/,nl,"Gogh, Vincent van",https://www.europeana.eu/item/2021602/0680681509D30F3864A32CCE17A36A7C3F395F4D?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
Van Gogh Museum Journal 2002,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,2002,http://rightsstatements.org/vocab/InC/1.0/,nl,[tijdschrift] Van Gogh Museum Journal,https://www.europeana.eu/item/2021602/15247402F7C40836746316C7B6C0926F6A26F130?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
Van Gogh Museum Journal 2001,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,2001,http://rightsstatements.org/vocab/InC/1.0/,nl,[tijdschrift] Van Gogh Museum Journal,https://www.europeana.eu/item/2021602/1883431276B1A0683ED5D760271F246D864CF06D?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
Van Gogh Museum Journal 1995-2003,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1995,http://rightsstatements.org/vocab/InC/1.0/,nl,[tijdschrift] Van Gogh Museum Journal,https://www.europeana.eu/item/2021602/2F24F4BA18C6F6F4D474FCF210B60251CFA165E0?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,1970-01-01T00:00:00.000Z
Van Gogh Museum Journal 2000,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,2000,http://rightsstatements.org/vocab/InC/1.0/,nl,[tijdschrift] Van Gogh Museum Journal,https://www.europeana.eu/item/2021602/46486EDAF2CC6C70615B963244BA7C2FB8F3AC64?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
Brieven aan zijn broeder. Deel 1,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1914,http://rightsstatements.org/vocab/InC/1.0/,nl,"Gogh, Vincent van",https://www.europeana.eu/item/2021602/49F6AA722113CEC52AF36FD548085DD223FE21F8?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
Levensdoel,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1919,http://rightsstatements.org/vocab/InC/1.0/,nl,"Gogh-Kaulbach, Anna van",https://www.europeana.eu/item/2021602/6E574C13EB9F77513D8A6E5AC6BBFB10201F6132?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,1970-01-01T00:00:00.000Z
Van Gogh Museum Journal 1999,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1999,http://rightsstatements.org/vocab/InC/1.0/,nl,[tijdschrift] Van Gogh Museum Journal,https://www.europeana.eu/item/2021602/7C873C750879F47F29B08C0959F041774D685DFC?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
In het bloembollenland,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1904,http://rightsstatements.org/vocab/InC/1.0/,nl,"Gogh-Kaulbach, Anna van",https://www.europeana.eu/item/2021602/8445E7AAC6AB12110AE1AA1C123797129A7E3274?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,1970-01-01T00:00:00.000Z
Brieven aan zijn broeder (3 delen),TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1914,http://rightsstatements.org/vocab/InC/1.0/,nl,"Gogh, Vincent van",https://www.europeana.eu/item/2021602/8DF27B4CF28C8254E2536DEBA96332C8D4390C18?utm_source=api&utm_medium=api&utm_campaign=apidemo,0,1970-01-01T00:00:00.000Z
Van Gogh Museum Journal 1995,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1995,http://rightsstatements.org/vocab/InC/1.0/,nl,[tijdschrift] Van Gogh Museum Journal,https://www.europeana.eu/item/2021602/94683F1CDC61D620DE98E2098C1DD7BF282D8D28?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
Brieven aan zijn broeder. Deel 2,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1914,http://rightsstatements.org/vocab/InC/1.0/,nl,"Gogh, Vincent van",https://www.europeana.eu/item/2021602/A4A05B39CB7D9746E3FD59E55F28FA586860A66A?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
Van Gogh Museum Journal 1996,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1996,http://rightsstatements.org/vocab/InC/1.0/,nl,[tijdschrift] Van Gogh Museum Journal,https://www.europeana.eu/item/2021602/B33C1F6B681ACF5A264F882FA7BBE90AA5C20245?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
Vertellingen van een Surinaamschen vogel,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1864,http://rightsstatements.org/vocab/InC/1.0/,nl,"Gogh, Christina van",https://www.europeana.eu/item/2021602/BCB64388A5FB6A451C5A7DF252EC702DE741004A?utm_source=api&utm_medium=api&utm_campaign=apidemo,6,1970-01-01T00:00:00.000Z
Asschepoester,TEXT,Netherlands,Digital Library for Dutch Literature,Dutch Collections for Europe,1913,http://rightsstatements.org/vocab/InC/1.0/,nl,"Gogh-Kaulbach, Anna van",https://www.europeana.eu/item/2021602/C8145838E9A4A598F536370EDC753026266D9C81?utm_source=api&utm_medium=api&utm_campaign=apidemo,5,1970-01-01T00:00:00.000Z
